org:resource,lifecycle:transition,concept:name,time:timestamp,case:REG_DATE,case:concept:name,case:AMOUNT_REQ
10862.0,COMPLETE,A_ACCEPTED,2011-10-01 14:33:54.614000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
10862.0,COMPLETE,A_FINALIZED,2011-10-01 14:35:46.016000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
10862.0,COMPLETE,O_SELECTED,2011-10-01 14:35:46.016000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
10862.0,COMPLETE,O_CREATED,2011-10-01 14:35:47.488000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
10862.0,COMPLETE,O_SENT,2011-10-01 14:35:47.583000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
,COMPLETE,W_Completeren aanvraag,2011-10-01 14:35:48.791000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
,COMPLETE,W_Nabellen offertes,2011-10-01 14:36:25.794000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
11120.0,COMPLETE,O_SELECTED,2011-10-03 16:56:17.731000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
11120.0,COMPLETE,O_CANCELLED,2011-10-03 16:56:17.731000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
11120.0,COMPLETE,O_CREATED,2011-10-03 16:56:19.613000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
11120.0,COMPLETE,O_SENT,2011-10-03 16:56:19.645000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
,COMPLETE,W_Nabellen offertes,2011-10-03 16:56:21.195000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
,COMPLETE,W_Nabellen offertes,2011-10-03 16:57:16.563000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
11049.0,COMPLETE,O_SENT_BACK,2011-10-10 10:14:43.775000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
11049.0,COMPLETE,W_Nabellen offertes,2011-10-10 10:14:45.514000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
10809.0,COMPLETE,W_Valideren aanvraag,2011-10-10 11:30:54.893000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
10809.0,COMPLETE,W_Valideren aanvraag,2011-10-10 14:14:13.394000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
10809.0,COMPLETE,O_ACCEPTED,2011-10-10 14:17:26.306000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
10809.0,COMPLETE,A_APPROVED,2011-10-10 14:17:26.307000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
10809.0,COMPLETE,A_REGISTERED,2011-10-10 14:17:26.307000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
10809.0,COMPLETE,A_ACTIVATED,2011-10-10 14:17:26.307000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
10809.0,COMPLETE,W_Valideren aanvraag,2011-10-10 14:17:34.633000+00:00,2011-10-01 08:08:58.256000+00:00,173691,5000
112.0,COMPLETE,A_SUBMITTED,2011-10-01 08:10:30.287000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 08:10:30.591000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
112.0,COMPLETE,A_PREACCEPTED,2011-10-01 08:11:13.026000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
10912.0,COMPLETE,W_Completeren aanvraag,2011-10-01 11:35:59.637000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
,COMPLETE,W_Completeren aanvraag,2011-10-03 11:21:22.417000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11201.0,COMPLETE,W_Completeren aanvraag,2011-10-03 13:32:43.313000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11201.0,COMPLETE,A_ACCEPTED,2011-10-03 13:34:25.421000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11201.0,COMPLETE,A_FINALIZED,2011-10-03 13:40:14.632000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11201.0,COMPLETE,O_SELECTED,2011-10-03 13:40:14.632000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11201.0,COMPLETE,O_CREATED,2011-10-03 13:40:15.605000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11201.0,COMPLETE,O_SENT,2011-10-03 13:40:15.651000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11201.0,COMPLETE,W_Completeren aanvraag,2011-10-03 13:40:17.062000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11201.0,COMPLETE,O_SELECTED,2011-10-03 13:44:17.619000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11201.0,COMPLETE,O_CANCELLED,2011-10-03 13:44:17.619000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11201.0,COMPLETE,O_CREATED,2011-10-03 13:44:19.671000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11201.0,COMPLETE,O_SENT,2011-10-03 13:44:19.719000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11201.0,COMPLETE,W_Nabellen offertes,2011-10-03 13:44:21.261000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
,COMPLETE,W_Nabellen offertes,2011-10-10 16:47:18.803000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11119.0,COMPLETE,W_Nabellen offertes,2011-10-10 19:34:36.027000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
10912.0,COMPLETE,W_Nabellen offertes,2011-10-14 18:16:42.245000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
10861.0,COMPLETE,O_SELECTED,2011-10-17 19:43:53.587000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
10861.0,COMPLETE,O_CANCELLED,2011-10-17 19:43:53.587000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
10861.0,COMPLETE,O_CREATED,2011-10-17 19:43:55.219000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
10861.0,COMPLETE,O_SENT,2011-10-17 19:43:55.387000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
10861.0,COMPLETE,W_Nabellen offertes,2011-10-17 19:43:57.774000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
,COMPLETE,W_Nabellen offertes,2011-10-25 10:50:48.186000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11203.0,COMPLETE,W_Nabellen offertes,2011-10-26 18:50:22.004000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11181.0,COMPLETE,W_Nabellen offertes,2011-10-29 12:41:29.569000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11189.0,COMPLETE,W_Nabellen offertes,2011-11-01 14:55:35.020000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11119.0,COMPLETE,W_Nabellen offertes,2011-11-01 17:21:02.356000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11049.0,COMPLETE,O_SENT_BACK,2011-11-02 09:15:16.203000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
11049.0,COMPLETE,W_Nabellen offertes,2011-11-02 09:15:18.683000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
10609.0,COMPLETE,O_ACCEPTED,2011-11-04 16:04:52.611000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
10609.0,COMPLETE,A_APPROVED,2011-11-04 16:04:52.612000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
10609.0,COMPLETE,A_REGISTERED,2011-11-04 16:04:52.612000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
10609.0,COMPLETE,A_ACTIVATED,2011-11-04 16:04:52.612000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
10609.0,COMPLETE,W_Valideren aanvraag,2011-11-04 16:05:01.532000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000
112.0,COMPLETE,A_SUBMITTED,2011-10-01 08:11:08.866000+00:00,2011-10-01 08:11:08.865000+00:00,173697,15000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 08:11:09.035000+00:00,2011-10-01 08:11:08.865000+00:00,173697,15000
112.0,COMPLETE,A_DECLINED,2011-10-01 08:11:46.420000+00:00,2011-10-01 08:11:08.865000+00:00,173697,15000
112.0,COMPLETE,A_SUBMITTED,2011-10-01 08:15:39.894000+00:00,2011-10-01 08:15:39.894000+00:00,173700,5000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 08:15:40.102000+00:00,2011-10-01 08:15:39.894000+00:00,173700,5000
112.0,COMPLETE,A_DECLINED,2011-10-01 08:16:21.037000+00:00,2011-10-01 08:15:39.894000+00:00,173700,5000
112.0,COMPLETE,A_SUBMITTED,2011-10-01 09:45:25.806000+00:00,2011-10-01 09:45:25.806000+00:00,173703,13500
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 09:45:25.981000+00:00,2011-10-01 09:45:25.806000+00:00,173703,13500
112.0,COMPLETE,A_PREACCEPTED,2011-10-01 09:46:18.211000+00:00,2011-10-01 09:45:25.806000+00:00,173703,13500
10912.0,COMPLETE,W_Completeren aanvraag,2011-10-01 11:40:24.141000+00:00,2011-10-01 09:45:25.806000+00:00,173703,13500
10912.0,COMPLETE,A_CANCELLED,2011-10-01 13:02:11.068000+00:00,2011-10-01 09:45:25.806000+00:00,173703,13500
10912.0,COMPLETE,W_Completeren aanvraag,2011-10-01 13:02:12.557000+00:00,2011-10-01 09:45:25.806000+00:00,173703,13500
112.0,COMPLETE,A_SUBMITTED,2011-10-01 09:45:37.274000+00:00,2011-10-01 09:45:37.274000+00:00,173706,18000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 09:45:37.363000+00:00,2011-10-01 09:45:37.274000+00:00,173706,18000
10912.0,COMPLETE,A_PREACCEPTED,2011-10-01 10:16:48.956000+00:00,2011-10-01 09:45:37.274000+00:00,173706,18000
10912.0,COMPLETE,W_Afhandelen leads,2011-10-01 10:16:49.843000+00:00,2011-10-01 09:45:37.274000+00:00,173706,18000
10912.0,COMPLETE,W_Completeren aanvraag,2011-10-01 11:50:14.483000+00:00,2011-10-01 09:45:37.274000+00:00,173706,18000
10912.0,COMPLETE,W_Completeren aanvraag,2011-10-01 11:53:55.769000+00:00,2011-10-01 09:45:37.274000+00:00,173706,18000
11111.0,COMPLETE,A_DECLINED,2011-10-01 14:59:58.557000+00:00,2011-10-01 09:45:37.274000+00:00,173706,18000
,COMPLETE,W_Completeren aanvraag,2011-10-01 15:00:02.537000+00:00,2011-10-01 09:45:37.274000+00:00,173706,18000
112.0,COMPLETE,A_SUBMITTED,2011-10-01 09:57:42.994000+00:00,2011-10-01 09:57:42.994000+00:00,173709,11000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 09:57:43.182000+00:00,2011-10-01 09:57:42.994000+00:00,173709,11000
112.0,COMPLETE,A_PREACCEPTED,2011-10-01 09:58:27.038000+00:00,2011-10-01 09:57:42.994000+00:00,173709,11000
10912.0,COMPLETE,W_Completeren aanvraag,2011-10-01 10:27:07.853000+00:00,2011-10-01 09:57:42.994000+00:00,173709,11000
10912.0,COMPLETE,W_Completeren aanvraag,2011-10-01 11:43:02.623000+00:00,2011-10-01 09:57:42.994000+00:00,173709,11000
10982.0,COMPLETE,W_Completeren aanvraag,2011-10-10 17:43:13.290000+00:00,2011-10-01 09:57:42.994000+00:00,173709,11000
10982.0,COMPLETE,W_Completeren aanvraag,2011-11-01 09:15:08.331000+00:00,2011-10-01 09:57:42.994000+00:00,173709,11000
112.0,COMPLETE,A_CANCELLED,2011-11-01 09:15:08.387000+00:00,2011-10-01 09:57:42.994000+00:00,173709,11000
112.0,COMPLETE,A_SUBMITTED,2011-10-01 09:58:30.533000+00:00,2011-10-01 09:58:30.533000+00:00,173712,30000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 09:58:30.678000+00:00,2011-10-01 09:58:30.533000+00:00,173712,30000
10912.0,COMPLETE,A_PREACCEPTED,2011-10-01 10:10:24.737000+00:00,2011-10-01 09:58:30.533000+00:00,173712,30000
10912.0,COMPLETE,W_Afhandelen leads,2011-10-01 10:10:25.759000+00:00,2011-10-01 09:58:30.533000+00:00,173712,30000
11019.0,COMPLETE,W_Completeren aanvraag,2011-10-01 13:03:35.216000+00:00,2011-10-01 09:58:30.533000+00:00,173712,30000
11180.0,COMPLETE,W_Completeren aanvraag,2011-10-03 11:17:29.105000+00:00,2011-10-01 09:58:30.533000+00:00,173712,30000
11180.0,COMPLETE,A_CANCELLED,2011-10-03 14:42:53.820000+00:00,2011-10-01 09:58:30.533000+00:00,173712,30000
11180.0,COMPLETE,W_Completeren aanvraag,2011-10-03 14:42:55.584000+00:00,2011-10-01 09:58:30.533000+00:00,173712,30000
112.0,COMPLETE,A_SUBMITTED,2011-10-01 09:59:10.501000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 09:59:10.789000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000
112.0,COMPLETE,A_PREACCEPTED,2011-10-01 09:59:42.704000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000
,COMPLETE,W_Completeren aanvraag,2011-10-01 11:46:06.342000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000
10912.0,COMPLETE,A_ACCEPTED,2011-10-01 12:24:32.787000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000
10912.0,COMPLETE,O_SELECTED,2011-10-01 12:30:20.556000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000
10912.0,COMPLETE,A_FINALIZED,2011-10-01 12:30:20.556000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000
10912.0,COMPLETE,O_CREATED,2011-10-01 12:30:21.780000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000
10912.0,COMPLETE,O_SENT,2011-10-01 12:30:21.806000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000
10912.0,COMPLETE,W_Completeren aanvraag,2011-10-01 12:30:24.155000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000
10913.0,COMPLETE,W_Nabellen offertes,2011-10-08 16:38:17.372000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000
10899.0,COMPLETE,O_SENT_BACK,2011-10-10 12:54:03.401000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000
10899.0,COMPLETE,W_Nabellen offertes,2011-10-10 12:54:04.785000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000
10138.0,COMPLETE,A_DECLINED,2011-10-13 11:05:24.620000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000
10138.0,COMPLETE,O_DECLINED,2011-10-13 11:05:24.620000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000
10138.0,COMPLETE,W_Valideren aanvraag,2011-10-13 11:05:28.082000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000
112.0,COMPLETE,A_SUBMITTED,2011-10-01 10:37:39.363000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 10:37:39.657000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
112.0,COMPLETE,A_PREACCEPTED,2011-10-01 10:38:20.967000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10862.0,COMPLETE,A_ACCEPTED,2011-10-01 10:42:21.977000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10862.0,COMPLETE,A_FINALIZED,2011-10-01 10:44:40.725000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10862.0,COMPLETE,O_SELECTED,2011-10-01 10:44:40.725000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10862.0,COMPLETE,O_CREATED,2011-10-01 10:44:42.707000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10862.0,COMPLETE,O_SENT,2011-10-01 10:44:42.734000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
,COMPLETE,W_Completeren aanvraag,2011-10-01 10:44:43.954000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
,COMPLETE,W_Nabellen offertes,2011-10-01 10:44:58.974000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10862.0,COMPLETE,O_SELECTED,2011-10-01 10:46:52.915000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10862.0,COMPLETE,O_CANCELLED,2011-10-01 10:46:52.915000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10862.0,COMPLETE,O_CREATED,2011-10-01 10:46:54.210000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10862.0,COMPLETE,O_SENT,2011-10-01 10:46:54.233000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
,COMPLETE,W_Nabellen offertes,2011-10-01 10:46:56.631000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
,COMPLETE,W_Nabellen offertes,2011-10-01 10:50:20.533000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
,COMPLETE,W_Nabellen offertes,2011-10-01 10:50:34.704000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
11002.0,COMPLETE,W_Nabellen offertes,2011-10-08 16:31:37.972000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
11049.0,COMPLETE,O_SENT_BACK,2011-10-10 10:55:04.984000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
11049.0,COMPLETE,W_Nabellen offertes,2011-10-10 10:55:07.452000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10629.0,COMPLETE,W_Valideren aanvraag,2011-10-13 12:36:12.529000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
,COMPLETE,W_Nabellen incomplete dossiers,2011-10-13 13:05:42.290000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10629.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-13 13:53:16.314000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
11122.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-13 17:12:01.909000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
11122.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-13 17:14:13.926000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
11122.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-13 17:14:26.112000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10913.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-15 15:17:31.488000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10913.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-15 16:56:14.624000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
,COMPLETE,W_Nabellen incomplete dossiers,2011-10-17 13:32:51.911000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
,COMPLETE,W_Nabellen incomplete dossiers,2011-10-17 14:28:36.881000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10889.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-18 16:46:24.246000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
11002.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-18 17:46:34.802000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10972.0,COMPLETE,W_Valideren aanvraag,2011-10-19 08:53:21.372000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
,COMPLETE,W_Nabellen incomplete dossiers,2011-10-19 09:17:01.695000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
,COMPLETE,W_Nabellen incomplete dossiers,2011-10-19 09:24:19.095000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
11049.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-20 09:30:32.963000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
11121.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-24 15:24:55.532000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
,COMPLETE,W_Nabellen incomplete dossiers,2011-10-26 08:12:38.415000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10972.0,COMPLETE,O_ACCEPTED,2011-10-27 09:17:53.327000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10972.0,COMPLETE,A_APPROVED,2011-10-27 09:17:53.327000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10972.0,COMPLETE,A_REGISTERED,2011-10-27 09:17:53.328000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10972.0,COMPLETE,A_ACTIVATED,2011-10-27 09:17:53.328000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
10972.0,COMPLETE,W_Valideren aanvraag,2011-10-27 09:18:01.790000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000
112.0,COMPLETE,A_SUBMITTED,2011-10-01 11:07:34.279000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 11:07:34.928000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
112.0,COMPLETE,A_PREACCEPTED,2011-10-01 11:08:17.093000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
10939.0,COMPLETE,A_ACCEPTED,2011-10-01 11:18:36.318000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
10939.0,COMPLETE,O_SELECTED,2011-10-01 11:20:47.605000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
10939.0,COMPLETE,A_FINALIZED,2011-10-01 11:20:47.605000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
10939.0,COMPLETE,O_CREATED,2011-10-01 11:20:49.026000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
10939.0,COMPLETE,O_SENT,2011-10-01 11:20:49.058000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
10939.0,COMPLETE,W_Completeren aanvraag,2011-10-01 11:20:50.335000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
10939.0,COMPLETE,W_Nabellen offertes,2011-10-01 11:22:52.458000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
10939.0,COMPLETE,W_Nabellen offertes,2011-10-01 11:32:54.371000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
,COMPLETE,W_Nabellen offertes,2011-10-04 14:47:39.633000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
11029.0,COMPLETE,O_SENT_BACK,2011-10-06 09:49:46.110000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
,COMPLETE,W_Nabellen offertes,2011-10-06 09:49:47.774000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
10609.0,COMPLETE,W_Valideren aanvraag,2011-10-10 10:06:09.471000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
10912.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-10 10:20:04.927000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
10912.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-10 11:42:32.977000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
,COMPLETE,W_Nabellen incomplete dossiers,2011-10-10 14:22:14.231000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
11009.0,COMPLETE,O_DECLINED,2011-10-10 16:28:25.531000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
11009.0,COMPLETE,A_DECLINED,2011-10-10 16:28:25.531000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
11009.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-10 16:28:29.918000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000
112.0,COMPLETE,A_SUBMITTED,2011-10-01 11:52:14.305000+00:00,2011-10-01 11:52:14.305000+00:00,173724,15000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 11:52:14.576000+00:00,2011-10-01 11:52:14.305000+00:00,173724,15000
10912.0,COMPLETE,W_Afhandelen leads,2011-10-01 12:12:27.600000+00:00,2011-10-01 11:52:14.305000+00:00,173724,15000
10939.0,COMPLETE,A_PREACCEPTED,2011-10-01 12:20:54.061000+00:00,2011-10-01 11:52:14.305000+00:00,173724,15000
10939.0,COMPLETE,W_Afhandelen leads,2011-10-01 12:20:55.527000+00:00,2011-10-01 11:52:14.305000+00:00,173724,15000
10912.0,COMPLETE,W_Completeren aanvraag,2011-10-01 13:27:08.763000+00:00,2011-10-01 11:52:14.305000+00:00,173724,15000
